iter	Logloss
615	0.4642376751
616	0.4639778005
617	0.4636660249
618	0.4633186103
619	0.4629852401
620	0.4627461681
621	0.4625634322
622	0.4623226179
623	0.4620618985
624	0.4618675998
625	0.4616229311
626	0.4612880826
627	0.4609980072
628	0.4608726105
629	0.4604886065
630	0.4603086689
631	0.4600384458
632	0.4598918242
633	0.4596467332
634	0.4594315262
635	0.4592543869
636	0.4588192738
637	0.4586200648
638	0.4583996835
639	0.4581977818
640	0.4579878546
641	0.4578578645
642	0.4576635658
643	0.4574194251
644	0.4572757074
645	0.4571016305
646	0.4569065398
647	0.4567084395
648	0.456431247
649	0.4561463458
650	0.4557409583
651	0.4555615488
652	0.4554160359
653	0.4552388439
654	0.4551434896
655	0.4548856214
656	0.4546666129
657	0.4544576361
658	0.4541827667
659	0.45388361
660	0.4535977057
661	0.4534320765
662	0.4531652325
663	0.4528882512
664	0.4525553561
665	0.4522480156
666	0.4518861342
667	0.4516150135
668	0.4514126365
669	0.4511624241
670	0.4508709231
671	0.4506171731
672	0.4502117857
673	0.4500148998
674	0.4497490589
675	0.4495167452
676	0.4491336915
677	0.4488915572
678	0.4487668998
679	0.4485092955
680	0.4482736555
681	0.4479346886
682	0.4475366929
683	0.4473421829
684	0.4471255504
685	0.4469488863
686	0.4466601309
687	0.4464308795
688	0.4461937083
689	0.4460185226
690	0.4457748571
691	0.4455981403
692	0.4452933341
693	0.4450202071
694	0.4447855174
695	0.4445331402
696	0.4443485564
697	0.4441887879
698	0.4439270653
699	0.4436798624
700	0.4434704632
701	0.4431822886
702	0.4429342408
703	0.4426744718
704	0.442499075
705	0.4422070196
706	0.4417944779
707	0.441599572
708	0.4414097347
709	0.4412007051
710	0.4409301124
711	0.4405941551
712	0.4402791324
713	0.4400283655
714	0.4398399802
715	0.4396267267
716	0.4394134997
717	0.4392558959
718	0.4390237142
719	0.4388551811
720	0.4386460987
721	0.4383914512
722	0.4379338987
723	0.437788333
724	0.4375312568
725	0.4372648615
726	0.4370737043
727	0.436964992
728	0.4367737292
729	0.4365919173
730	0.4362267095
731	0.4361208747
732	0.4357334388
733	0.4354302693
734	0.4352980353
735	0.4350515979
736	0.4349438624
737	0.4345931479
738	0.4342653743
739	0.434030579
740	0.4338542582
741	0.4337572672
742	0.4334754812
743	0.4332774865
744	0.4331080295
745	0.432890077
746	0.4327432177
747	0.4324415794
748	0.432085321
749	0.4317872467
750	0.4315389349
751	0.4313471441
752	0.4311605275
753	0.4309454525
754	0.4306946857
755	0.4304347583
756	0.4302339653
757	0.4299800569
758	0.4298513076
759	0.4296785506
760	0.4294575886
761	0.4292395041
762	0.428953415
763	0.4287144222
764	0.4284931434
765	0.4282625192
766	0.4280912934
767	0.427713546
768	0.4276068136
769	0.4272488921
770	0.4269889647
771	0.4267200615
772	0.4264707994
773	0.4262590771
774	0.4260413358
775	0.4257683143
776	0.4253829903
777	0.4251657242
778	0.4247819313
779	0.4245448393
780	0.4242712107
781	0.4241338816
782	0.4238476605
783	0.4236415348
784	0.4233967078
785	0.4230599057
786	0.4227988695
787	0.4225237361
788	0.422244722
789	0.4220967012
790	0.4219542771
791	0.4216314402
792	0.4213863492
793	0.4211283225
794	0.4209236488
795	0.42074746
796	0.4205492805
797	0.4203118981
798	0.4200928896
799	0.4197783685
800	0.4195233513
801	0.4193922525
802	0.4192016232
803	0.4190204449
804	0.4186336953
805	0.4184604368
806	0.4182379436
807	0.4179606982
808	0.4176935902
809	0.417447628
810	0.4172092953
811	0.4169613795
812	0.4166486272
813	0.4164877499
814	0.4161905995
815	0.4159958255
816	0.4157214577
817	0.4155005749
818	0.4152729074
819	0.4149174938
820	0.4147375826
821	0.4145734318
822	0.414330928
823	0.4140527587
824	0.413801411
825	0.4135081149
826	0.4133540223
827	0.4130862807
828	0.4129601185
829	0.4127268016
830	0.4124905543
831	0.4122495816
832	0.4119050973
833	0.4117095314
834	0.4115284586
835	0.4113558865
836	0.4111972268
837	0.4109625371
838	0.4106201911
839	0.4104821228
840	0.410355063
841	0.4101841012
842	0.4101098664
843	0.4099375055
844	0.409732911
845	0.4094764155
846	0.4091135309
847	0.408804712
848	0.4085527572
849	0.4084134745
850	0.4082680673
851	0.4080025168
852	0.4077069768
853	0.4073494512
854	0.4071810501
855	0.4069876753
856	0.4067439835
857	0.4066014801
858	0.4063085008
859	0.4061997358
860	0.4059362708
861	0.4057154408
862	0.4055051705
863	0.4052268428
864	0.405149572
865	0.4049391961
866	0.4046129801
867	0.4043983011
868	0.4042345199
869	0.4039388742
870	0.4038064026
871	0.4035106514
872	0.4033105976
873	0.403182033
874	0.4029276759
875	0.4027553677
876	0.4026065549
877	0.4024338244
878	0.4021697787
879	0.4019661346
880	0.4017723374
881	0.4015297543
882	0.4012512682
883	0.4010157602
884	0.4008068098
885	0.4005404674
886	0.400345799
887	0.4001033479
888	0.3998065407
889	0.3994702666
890	0.3992009146
891	0.3989895619
892	0.3987490116
893	0.3985147707
894	0.3982042623
895	0.3980191505
896	0.3976287842
897	0.3974248233
898	0.3970848004
899	0.3967759815
900	0.3965498716
901	0.396320673
902	0.3961464641
903	0.3959297259
904	0.3956860077
905	0.395459581
906	0.39534778
907	0.3950313053
908	0.394814092
909	0.3944980397
910	0.3942485136
911	0.3939407243
912	0.3937188383
913	0.3935902737
914	0.3933919887
915	0.39311902
916	0.3929797638
917	0.392839742
918	0.3926254853
919	0.3923459433
920	0.392118355
921	0.3919015904
922	0.3916585322
923	0.3913430079
924	0.3911366446
925	0.3910278004
926	0.3907457767
927	0.3906690868
928	0.3904448513
929	0.3901740473
930	0.3900093686
931	0.38980847
932	0.3895921542
933	0.3893597085
934	0.3891635618
935	0.388871348
936	0.3886080415
937	0.3884315359
938	0.3883029449
939	0.3880172782
940	0.3878159573
941	0.3875135534
942	0.3872796293
943	0.3870816874
944	0.3869274628
945	0.3867654239
946	0.3866473135
947	0.3864710719
948	0.3862011655
949	0.3859199339
950	0.3855722817
951	0.3853619057
952	0.3851420525
953	0.3848674735
954	0.3844478304
955	0.384238352
956	0.3840581769
957	0.383741095
958	0.3835335438
959	0.3833651955
960	0.383248933
961	0.3830346236
962	0.3828992745
963	0.3827342525
964	0.3825138184
965	0.3822939652
966	0.3820363081
967	0.3818872577
968	0.3815198324
969	0.3813104861
970	0.3810124909
971	0.3808312862
972	0.3805761106
973	0.3803744201
974	0.3800646772
975	0.3797911542
976	0.3795571509
977	0.379380434
978	0.3791907287
979	0.3788561705
980	0.3785597065
981	0.3784032643
982	0.3782916746
983	0.3780620271
984	0.3778741434
985	0.3777143221
986	0.3774176205
987	0.3772468171
988	0.3771019114
989	0.3769423805
990	0.3768184358
991	0.3765289412
992	0.3763014322
993	0.3760207549
994	0.3758910816
995	0.375764629
996	0.3755010585
997	0.375363571
998	0.3751661571
999	0.3749974657
